Title     : MicroConf Remote 2020
[181:53.92]  rules
[181:54.48]  number one give me a good useful subject
[181:57.68]  line
[181:58.48]  uh don't use the word urgent because if
[182:00.56]  it's urgent uh
[182:01.68]  it shouldn't be an email number two
[182:05.04]  give me what you recommend and even
[182:07.76]  though we typically
[182:09.44]  will give the whole context give the
[182:11.68]  story of the issue
[182:13.20]  uh what's happening and then we'll wrap
[182:15.36]  up with a recommendation i tell my team
[182:17.52]  to put that at the top
[182:19.28]  so i can just glance it i know what is
[182:22.08]  you're going to try to do
[182:23.52]  or what you recommend and then if i need
[182:26.64]  to
[182:27.20]  i can scan down to the recommend the
[182:29.76]  needed context
[182:30.80]  and that's the third element and so i
[182:32.72]  say give me
[182:33.92]  screenshots don't don't assume that i'm
[182:37.12]  on my phone
[182:38.08]  i'm on vacation maybe i don't have time
[182:41.04]  to log into which facebook group
[182:42.80]  something's happening in or
[182:44.32]  which system just take a screenshot and
[182:46.72]  put it in the email
[182:47.84]  and it's there if i need it and then i
[182:49.60]  can respond with
[182:51.52]  yep that's awesome i'll also walk them
[182:54.64]  through
[182:55.60]  [Music]
[182:56.88]  give me so make sure you don't put in
[182:59.76]  too many to do's
[183:00.96]  this is a big one for a while uh my team
[183:03.44]  thought they were being helpful by
[183:04.64]  giving me like the summary
[183:06.56]  but for a lot of us still for better or
[183:09.20]  worse our
[183:09.92]  inbox is our to-do list in some ways and
[183:12.80]  so
[183:13.20]  what was happening is if i had an email
[183:16.08]  with
[183:16.40]  five things i had to do they'd have to
[183:19.36]  sit there
[183:20.08]  until i got all five of them done
[183:22.72]  instead if you just break it up into
[183:24.56]  five emails i can
[183:26.40]  knock those out really quickly so for
[183:28.24]  those of you watching the tricky part
[183:29.60]  here is how do we deliver this message
[183:31.44]  how do i get my team to follow these
[183:33.28]  rules right
[183:34.64]  um so i think the biggest one is just to
[183:37.60]  be
[183:38.08]  to use some some humor some humility
[183:41.28]  and apologize when um having a
[183:44.00]  one-on-one and going you know what look
[183:45.52]  i'm really sorry i owed you
[183:47.52]  these emails or uh i should have got
[183:50.16]  back to you sooner
[183:51.36]  this is what uh if we follow this this
[183:53.44]  set of rules
[183:54.72]  it'll help me empower you to continue to
[183:58.48]  do the work
[183:59.28]  and i think that's the that's probably
[184:00.96]  the bigger point here is like
[184:02.88]  just really learning how to delegate
[184:04.48]  right um
[184:06.40]  i think that it's fun for a while when
[184:08.88]  you're in the weeds you
[184:09.76]  get to do everything but the more i
[184:12.40]  would
[184:12.96]  if i let's just take an example of a bad
[184:14.72]  email hey nate uh
[184:16.32]  so and so said something on facebook
[184:18.00]  what should i do about it
[184:20.56]  i don't know which which where on
[184:22.16]  facebook who like what's the history
[184:23.92]  what's the context
[184:25.12]  that then i would just go do it because
[184:27.20]  it was it felt urgent to me and i'd want
[184:28.72]  to go
[184:29.20]  just solve it but i was conditioning my
[184:31.44]  team
[184:32.40]  to just give me alerts they weren't
[184:34.96]  actually doing and solving it themselves
[184:37.36]  so when i switched to this this system
[184:40.00]  it really empowered them
[184:41.76]  to do the work and it feels so good
[184:44.80]  to be there's i think uh you you and
[184:47.04]  sherry talk a lot about the value of
[184:49.04]  vacation and taking a breather and it's
[184:51.84]  such a good stress test for your
[184:53.44]  business and for your team
[184:54.96]  to step away and i personally take such
[184:58.24]  pride
[184:58.80]  in being able to see the team
[185:02.48]  handle it and me just say you got it
[185:05.60]  and it empowers them the next time they
[185:07.84]  know what to do
[185:08.64]  and it just starts to snowball in the
[185:10.00]  right direction right
[185:11.76]  very cool it reminds me of um you know
[185:14.48]  the
[185:14.96]  kind of the managerial adage of of bring
[185:17.36]  problems not
[185:18.00]  solution yeah and that's in essence what
[185:19.52]  you're saying is you're trying to level
[185:21.20]  people up
[185:21.76]  look i remember being i was right out of
[185:23.20]  college i was 21 years old i think
[185:25.20]  and i got a job as a project manager and
[185:27.44]  i would i was in project i was a
[185:29.36]  project coordinator or something which
[185:31.52]  is like below and i go to the project
[185:32.80]  managers and i'd say
[185:33.76]  oh my gosh i there's something wrong
[185:36.88]  you know what i mean because i didn't
[185:38.24]  know what to do and and so it took me a
[185:40.24]  few years to learn
[185:41.44]  oh start thinking i started learning
[185:44.64]  from what these project managers
[185:45.76]  would tell me and i was realizing oh
[185:47.36]  here's they're thinking about it in a
[185:48.80]  systematic way
[185:49.92]  and they're and they would give me a few
[185:51.92]  you know solutions and i would go back
[185:53.52]  and implement one and i realized
[185:54.96]  why can't i start doing that i'm a smart
[185:56.88]  person right and so that's what you're
[185:58.00]  doing you're like leveling up your own
[185:59.52]  team with
[186:00.00]  this yep and it's it's really it's i
[186:02.96]  think it's a double-edged sword
[186:04.40]  you have to really trust and be okay
[186:06.88]  that your team can do it at least 80 to
[186:08.72]  90
[186:09.20]  as good as you can it's always going to
[186:10.56]  be different but being able to see their
[186:12.48]  thought process
[186:13.68]  the other thing is think about and this
[186:15.28]  is a message you can deliver
[186:17.20]  to your team too when implementing this
[186:19.04]  say look
[186:20.24]  um let's just pretend i'm your your
[186:23.20]  diving coach
[186:24.72]  i can only help you so much talking
[186:27.52]  about it
[186:28.00]  or me showing me doing the dive and
[186:30.00]  showing you what to do
[186:31.52]  but where the real growth comes is when
[186:33.52]  you just get up and start jumping off
[186:35.04]  the diving board
[186:36.24]  then so that's the connection here is
[186:39.52]  when your team
[186:40.84]  starts giving you their recommendation
[186:43.68]  that's the big
[186:44.64]  risk right when they say i recommend we
[186:46.48]  should do this yep
[186:48.40]  at first they're going to be insecure
[186:49.92]  about it so you have to be gentle about
[186:51.92]  what critiques you give and say look
[186:54.48]  this is you did great here
[186:56.00]  here's a slight thing to add make sure
[186:58.48]  you copy this person or let's do this
[187:00.40]  too
[187:00.88]  but awesome recommendation so that
[187:02.96]  conditions them to continue wanting to
[187:04.72]  do it
[187:05.28]  and empowering them to to really do
[187:07.92]  their job without you
[187:09.12]  yeah it's at the end of the day what we
[187:10.32]  really want so so what were the rules
[187:12.48]  again
[187:13.04]  number one you need a useful subject
[187:14.88]  line okay number two
[187:16.72]  add and make sure they include what they
[187:18.72]  recommend number three
[187:20.64]  any retired required context with
[187:23.68]  screenshots instead of links to things
[187:26.00]  got it um why not links
[187:29.44]  what do links do what how do links make
[187:31.52]  things more complicated for you
[187:33.12]  um it breaks the yes test so i tell
[187:36.16]  people
[187:37.44]  there's here's the the tricky part to
[187:39.44]  walk is
[187:40.48]  uh i want people to know i want them to
[187:43.28]  pretend like i'm on vacation almost
[187:44.96]  right
[187:45.76]  and you have to be delicate delivering
[187:48.00]  that message
[187:49.04]  but you bring it back to what they want
[187:51.60]  they want
[187:52.08]  growth they want to stay productive they
[187:54.00]  want to show you that they can handle it
[187:55.92]  and so you focus on those things that's
[187:58.72]  why i don't
[187:59.68]  want links is because i am on my phone
[188:02.80]  and i don't i don't have a password or
[188:05.20]  it look it's not mobile friendly if
[188:06.80]  there are any of those
[188:07.92]  still a mobile it's like a really bad
[188:10.40]  interface that i don't want to go
[188:11.44]  digging in
[188:12.32]  just give me the screenshot because i
[188:13.84]  don't really need to know all of it
[188:15.92]  i can just scan and see it with a
[188:18.00]  screenshot
[188:18.96]  right and that's the thing i mean this
[188:20.16]  may sound crazy if if you're a team of
[188:22.08]  two people or a team of three people
[188:23.68]  but you get to where you're managing six
[188:25.52]  eight ten people and suddenly this
[188:27.12]  is a big issue because even if you're
[188:28.48]  not on your phone you just can't respond
[188:30.32]  you can't solve everyone's problems all
[188:31.84]  the time right exactly you should be
[188:33.20]  getting yourself as a manager
[188:34.88]  or ceo or founder into a position where
[188:37.92]  only the fi the real bad fires are
[188:40.40]  coming up to you and
[188:41.52]  it's that can be tough because then all
[188:43.68]  your whole day is just fighting really
[188:44.80]  bad fires and i've been there
[188:46.24]  but um but if you know the better you
[188:47.92]  make your team the more they can
[188:49.68]  they can handle these so okay so you
[188:52.24]  talked a little bit about like the
[188:53.20]  beauty of doing it
[188:54.08]  so you can go on vacation and kind of
[188:55.52]  have more freedom or or get more done
[188:57.44]  are there any other
[188:58.40]  like in your experience why did you need
[189:02.16]  to make these rules any other reasons
[189:03.60]  beyond that
[189:04.40]  yeah i'm gonna i'm gonna add like a
[189:05.76]  bonus concept in here because it's one
[189:07.20]  of my favorite analogies i think that i
[189:08.80]  have
[189:09.12]  so we had a very agile team of like
[189:12.00]  three people in product
[189:13.36]  and two or three people in support and
[189:15.68]  we were all on a two week on hands
[189:18.00]  dev call that was our best two-week call
[189:21.44]  and i'm i wanted to eliminate
[189:24.88]  all of the direct interruptions i really
[189:27.04]  think it's so important
[189:28.40]  to protect people's uninterrupted time
[189:30.88]  and
[189:31.44]  i said we need to pretend like the
[189:34.24]  developers
[189:35.28]  are on a ship with no communication
[189:38.24]  they're coming into port
[189:40.72]  one for one one meeting we get to load
[189:43.68]  them up
[189:44.24]  with everything we need them to do
[189:46.16]  because for the first couple years
[189:48.16]  i was constantly changing my mind i was
[189:50.24]  the biggest offender right
[189:51.68]  these rules were for me too yeah and i
[189:53.92]  said nope
[189:55.20]  we're gonna define these objectives for
[189:57.76]  these two weeks
[189:58.56]  we're not going to ship course because
[190:00.00]  that's where we lose so much
[190:01.92]  not just productivity but mental health
[190:03.92]  and people just don't they get burned
[190:05.52]  out when you're constantly redirecting
[190:06.96]  them
[190:07.76]  so i said we can't add to do's to them
[190:11.68]  during that the sprint once they're gone
[190:14.16]  they go out to port
[190:15.36]  guess what their phones will work back
[190:17.12]  to us for emergencies for like
[190:19.12]  hey wait what's the clarification on
[190:20.80]  this thing and then we can connect and
[190:22.72]  really quick solve it but we're not
[190:24.24]  gonna change to do's
[190:26.00]  we're not going to change priorities and
[190:27.52]  what they're building this for this
[190:28.64]  sprint and that was
[190:29.84]  really helpful also yep very cool so
[190:33.04]  i'm curious you have you know what they
[190:35.20]  should always make a recommendation
[190:36.56]  what about an issue that is is perhaps
[190:38.48]  so complex
[190:39.76]  or so challenging or someone's like i
[190:42.24]  think there's like one of four things
[190:43.44]  maybe
[190:43.84]  it's almost kind of needs a white board
[190:45.12]  of brainstorming sessions what about
[190:46.96]  those issues what should they do with
[190:48.32]  them yeah i think that comes down to
[190:50.72]  this one extra rule is making coaching
[190:54.00]  your team to use communicate the right
[190:57.28]  message
[190:58.48]  in the right channel and i made this
[191:01.04]  mistake as an employee too where
[191:03.28]  in a one-on-one it's i i love doing them
[191:07.28]  i
[191:07.52]  love being you finally get the boss's
[191:10.08]  attention
[191:10.96]  i really enjoyed the one-on-one time i
[191:13.04]  would dread it leading up to it because
[191:14.48]  it meant i have to stop
[191:15.60]  what i was doing but like i really did
[191:17.60]  enjoy developing my team
[191:19.44]  um so but what they're there
[191:22.56]  there's that connection that i think a
[191:24.72]  lot of
[191:25.68]  rookie employees will take that same
[191:28.88]  energy and tone of the meeting
[191:32.16]  and they'll try to keep talking to me
[191:33.92]  that way over slack
[191:36.48]  and it's like what no that's not going
[191:38.08]  to work like i think naming it you just
[191:40.08]  got to name it like look this is our
[191:41.44]  time to do this
[191:42.56]  so i would on our we would use trello
[191:44.56]  where they could keep kind of a
[191:46.32]  an inbox for themselves of things that
[191:48.88]  they wanted to talk to me about
[191:50.96]  during their one-on-one yep that way
[191:52.80]  they weren't
[191:54.24]  just hey nate i have this idea yeah
[191:57.68]  that's a and that's a real danger of
[191:59.20]  slack um i
[192:00.72]  kind of the rules that i've made with my
[192:02.24]  teams over the years since slack came
[192:03.60]  around is
[192:04.40]  if you need something if something is
[192:06.08]  truly urgent and is blocking you and you
[192:08.08]  need an answer in the next 20 minutes
[192:09.76]  then slack me yep
[192:10.96]  but if you can wait uh i don't know
[192:14.00]  two to four hours then email me and
[192:15.84]  frankly i'm faster than that if they
[192:17.28]  give me email like this i'm way faster
[192:18.88]  right and then um i don't remember what
[192:21.28]  overnight is
[192:22.08]  i don't know carrier pigeon or something
[192:23.52]  but okay cool so as we wrap up we have a
[192:26.08]  couple minutes left
[192:27.04]  um obviously this can be a big change
[192:29.60]  for folks and you can coach him into it
[192:31.12]  but are there other ways to implement
[192:32.72]  this how would you advise that you know
[192:34.24]  a founder
[192:35.04]  listening to this role this out yeah so
[192:37.12]  i put together this morning because i
[192:38.56]  was like huh this is good
[192:39.76]  for you guys to know you want but i put
[192:42.16]  together a quick training
[192:43.44]  literally like before i came in this
[192:44.80]  morning and i'm going to share it in the
[192:46.72]  slack group i'll give it to xander he'll
[192:48.24]  post a quick 10 minute training
[192:50.08]  and i delivered this same content but
[192:53.04]  direct as if it's a training for your
[192:54.88]  team to watch
[192:56.00]  so you could just hear the link and say
[192:58.00]  hey guys i
[192:59.04]  what do you think about this new
[193:00.24]  strategy to help us
[193:02.40]  to help me uh give you answers faster
[193:05.84]  um but i think the bigger thing is just
[193:08.00]  having humility
[193:09.20]  apologizing i think some of the best
[193:10.96]  things i did as leaders apologize
[193:12.72]  when i made a mistake like look guys i'm
[193:14.88]  new at this i'm sorry
[193:16.32]  i'm sorry this i i dropped the ball here
[193:18.88]  um
[193:19.92]  i i was i i tried to get too much in the
[193:23.12]  weeds and i cuz i like it
[193:24.56]  but you know what i hired you for a
[193:26.56]  reason you're super talented at what you
[193:28.16]  do
[193:28.80]  you should just go do it uh and so
[193:32.08]  these rules are as much for me getting
[193:34.48]  out of your way
[193:35.92]  as they are for you to be productive and
[193:37.92]  really enjoy your job
[193:39.12]  i think that's a really important way to
[193:40.32]  think about it too so we will
[193:42.48]  get those into shindig we'll get it to
[193:44.32]  producer xander as well as the microconf
[193:46.64]  connect slack awesome nate graham thank
[193:49.20]  you so much sir good honor to be here
[193:50.64]  man thank you so much
[193:51.84]  thanks for all of the investment and the
[193:53.52]  time and energy to this community i know
[193:55.20]  this is weirdly
[193:56.00]  remote but man what this is such an
[193:58.32]  honor to be here and
[193:59.52]  it's so cool to see you still making an
[194:01.12]  effort to bring what can be like lonely
[194:03.76]  as entrepreneurs i think this is really
[194:05.36]  important that we're doing this so
[194:06.40]  thanks a lot
[194:07.28]  thanks sir so
[194:10.48]  our our next guest um is
[194:13.52]  the co-founder of hey hey.com and so
[194:17.04]  um hey is a a headline sponsor headline
[194:21.12]  partner of
[194:21.92]  microconf and startups for the rest of
[194:23.60]  us in 2020 and they've been a great
[194:26.08]  supporter of ours
[194:27.44]  for the past several years and you know
[194:29.44]  our next guest jason free joined me
[194:31.36]  on stage last year at microcomp growth
[194:33.68]  we had a really good
[194:34.88]  q a session and conversation where he
[194:36.96]  answered questions about
[194:38.40]  the early days of base camp he took
[194:39.92]  questions from the audience and was
[194:41.44]  just very gracious with his time and and
[194:43.68]  we really appreciated it
[194:45.12]  and uh you know hey has launched this
[194:47.84]  year this is the new product coming out
[194:49.20]  of base camp
[194:50.24]  um and hey has been as i said you know a
[194:53.04]  sponsor and they've come alongside to
[194:54.64]  to try to help this bootstrap indie
[194:56.24]  funded community and and help
[194:58.08]  us be able to provide events like this
[195:00.24]  to you because these
[195:01.28]  types of events we'd have to charge a
[195:03.20]  lot more for them
[195:04.88]  if we didn't have sponsors like hey um
[195:07.44]  so i'd love it if you'd give a shout out
[195:09.36]  to hey on twitter and just thank them
[195:11.36]  for supporting
[195:12.40]  this bootstrapped community and with
[195:14.80]  that i'd love to
[195:16.08]  welcome jason fried the co-founder of
[195:18.00]  base camp to the show
[195:19.52]  um you know obviously he's one of the
[195:22.00]  original badass bootstrappers that has
[195:24.00]  consistently provided guidance and good
[195:25.68]  advice to founders for
[195:27.04]  going on two decades now several books
[195:29.28]  written with his co-founder dhh
[195:31.52]  and obviously an outlier that's you know
[195:33.52]  taking a stair-step approach to the very
[195:35.28]  top
[195:35.68]  started building mean prep to take their
[195:37.84]  companies to new heights it's like he he
[195:39.84]  added many zeros to the
[195:41.44]  to the formula that i think most of us
[195:43.04]  uh ascribe to so this is an
[195:45.12]  ama and ask him anything this is here to
[195:47.84]  answer all your questions about
[195:49.28]  what it was like to build hay how the
[195:51.12]  successes of base camp served as a basis
[195:53.04]  for the launch of hay
[195:54.24]  and really anything you'd like to ask
[195:55.60]  them about that i also have a few
[195:57.84]  questions um to kick us off but you can
[196:00.40]  just use the question button in shindig
[196:02.48]  and it's it's down below you and we'll
[196:03.92]  try to get to as many of them
[196:05.52]  as possible my guess is based on how
[196:07.60]  these things normally go with jason
[196:09.04]  there will be more questions that we can
[196:10.32]  possibly answer but we have about um
[196:12.08]  well just under 30 minutes now to roll
[196:13.76]  in
[196:14.16]  so jason sir thank you so much for
[196:16.00]  sharing the stage with me again
[196:17.20]  oh it's great to be here thanks for
[196:18.56]  having me back yeah it's awesome awesome
[196:20.88]  to see you again
[196:21.68]  are you uh are you in chicago or
[196:24.16]  california
[196:25.28]  i'm currently in california yeah but
[196:28.00]  primarily
[196:28.72]  living in chicago oh yeah it's nice and
[196:31.60]  sunny outside there so i was thinking
[196:33.04]  you might be on
[196:33.68]  on a coast there somewhere so for for
[196:36.56]  folks who don't know so
[196:37.68]  anyone can email me rob walling hey.com
[196:40.72]  if you want to hit my hey inbox um but
[196:43.84]  hey
[196:44.16]  is an email service that doesn't you
[196:46.00]  know so i wanna i wanna set the stage
[196:47.28]  right there's gmail
[196:48.56]  and then superhuman launched a few years
[196:50.96]  ago and superhuman is built on top of
[196:52.96]  gmail so you need a gmail or google apps
[196:55.12]  account to use it
[196:56.08]  hey is not that hey is is next to gmail
[196:58.88]  like you have
[196:59.52]  bare bones servers smtp top three
[197:02.64]  all that stuff right it's it you have
[197:04.16]  you have the entire infrastructure in
[197:05.60]  place
[197:07.12]  yeah hey is an email service so just
[197:09.52]  like when you sign up for gmail you get
[197:11.20]  a gmail.com address
[197:12.96]  if you sign up for hey you get it
[197:15.16]  hey.comhey.com so we are a provider
[197:17.60]  you don't need to use google you don't
[197:19.04]  need to use outlook you don't need to
[197:20.32]  use apple icloud you don't need to use
[197:21.92]  any other email provider
[197:23.52]  and the reason we did that is because we
[197:25.28]  wanted to innovate we wanted to make new
[197:26.64]  something new
[197:27.44]  and if you're riding on top of someone
[197:29.04]  else's platform like most email clients
[197:31.84]  sit on top of gmail or whatever smtp
[197:34.24]  provider
[197:35.52]  you there's not a lot you can really do
[197:38.00]  because you're beholden to how they do
[197:40.16]  things so if you want to do something
[197:41.52]  new
[197:42.40]  you've got to start from the ground up
[197:44.40]  um you've got to be vertically
[197:45.76]  integrated in that way
[197:46.80]  and that's where you can really make
[197:48.16]  some changes and
[197:50.08]  you know so obviously i mean base camp
[197:51.76]  is an amazing success story
[197:53.52]  but you know compared let's compare your
[197:55.76]  revenue to google microsoft apple these
[197:57.92]  other companies you're competing with
[197:59.68]  it's there's there's a lot of zeros
[198:01.52]  difference there so
[198:03.60]  a lot yeah i mean yeah
[198:06.96]  yeah what i guess you know what is in
[198:09.76]  your dna
[198:10.56]  you know the dna base camp that that
[198:12.16]  convinced you guys that hey we can take
[198:13.84]  on these these bigger players
[198:16.24]  well for one i mean yeah technically
[198:18.16]  we're taking them on because a lot of
[198:19.52]  our customers
[198:20.56]  have switched over um from from
[198:24.00]  gmail for primarily from gmail over to
[198:26.16]  hey so technically yes we're competing
[198:28.64]  but not really and what i mean by that
[198:31.12]  is i think
[198:31.76]  gmail has 1.5 billion email accounts on
[198:36.24]  gmail
[198:36.96]  we're not going to have that we're not
[198:39.20]  looking for that
[198:40.80]  we're not even in that realm and we
[198:43.92]  don't want to be
[198:44.80]  you know we're a paid service so we're
[198:47.20]  not giving email away for free
[198:48.88]  and just like with base camp you know if
[198:51.12]  we get a hundred thousand paid customers
[198:52.64]  we're in a pretty good position so
[198:54.48]  that's kind of what we're looking for
[198:55.84]  we're looking for people who really care
[198:57.36]  about email who
[198:58.24]  are frustrated to no end with it looking
[199:00.72]  for something new looking for something
[199:01.92]  that's private
[199:02.96]  looking for something that's not going
[199:03.92]  to mind your data and looking at
[199:05.60]  something that has built-in workflows
[199:07.20]  and not workarounds
[199:08.64]  and so if we get 100 000 200 000 of
[199:11.04]  those kinds of people
[199:12.24]  we're we're in a good place so we don't
[199:13.68]  need to match google or outlook or
[199:15.92]  or or yahoo different game although
[199:19.52]  we're playing the same by some of the
[199:22.72]  same rules and that we're a service
[199:24.24]  provider like they are but but our
[199:26.00]  approach is very different so
[199:27.60]  yeah i mean it's the stupidest thing
[199:30.40]  we've ever done and i mean that in the
[199:31.68]  most
[199:32.08]  you know appealing way um but we're also
[199:35.20]  not really trying we're like for us
[199:36.88]  we're not going to look and go like
[199:38.00]  we didn't we didn't get you know we
[199:39.76]  didn't beat gmail so we lost like that's
[199:41.68]  just not how we look at things in
[199:42.80]  general
[199:43.76]  yeah that makes sense here's the other
[199:44.88]  thing i want to say about this is that
[199:46.24]  companies have their own economics
[199:48.16]  and this is something you don't hear
[199:49.20]  enough about in my opinion which is that
[199:52.48]  people are like well how do you compete
[199:53.68]  with them and how do you compete with
[199:54.72]  them and well one of the first questions
[199:56.32]  i would ask is like
[199:57.20]  what are your costs because if your
[200:00.00]  costs are a lot less than everyone
[200:01.52]  else's costs
[200:02.56]  then you can afford to compete in a
[200:04.00]  different level like if we had to get a
[200:06.08]  billion signups to make this thing
[200:07.76]  viable for us well then we're probably
[200:09.36]  not going to be
[200:10.08]  gmail but we don't need that we need
[200:12.32]  tens of thousands or a hundred thousand
[200:13.92]  or a couple hundred thousand like over a
[200:15.84]  number of years because our cost
[200:17.84]  structure
[200:19.04]  is is set up completely differently we
[200:21.28]  don't need that much to cover our cost
[200:22.72]  compared to what
[200:23.76]  google does of course when they have you
[200:24.88]  know tens of thousands of employees so
[200:26.88]  you got to start with that and then then
[200:28.24]  you can sort of figure out what makes
[200:29.92]  sense for you it doesn't you don't have
[200:31.04]  to
[200:31.52]  do what someone else does you got to do
[200:34.00]  what works for you
[200:35.52]  and that's really an important thing i
[200:37.12]  think for entrepreneurs
[200:38.56]  yeah no i think that's really important
[200:39.92]  thanks for calling that out you
[200:41.12]  mentioned a couple
[200:42.48]  differentiators you know you said you're
[200:44.48]  very privacy focused
[200:45.92]  uh workflows not workarounds um do you
[200:48.88]  want to dive into those two and maybe if
[200:50.80]  there are any others that are you know
[200:52.32]  common talking points about how you are
[200:54.00]  different why you're different than
[200:54.88]  these other providers
[200:56.16]  yeah for sure let's start with privacy
[200:57.68]  um one of the big problems with email
[201:00.08]  and i'm going to hit it from a couple
[201:01.04]  different angles but one of the big
[201:01.92]  problems with email of course is that
[201:03.28]  you're not in control of who can contact
[201:04.80]  you it used to be that you'd give out
[201:06.80]  your email address to someone
[201:08.56]  and only that person would have it and
[201:10.32]  you that was how you kept control over
[201:12.00]  who can get touch with you but
[201:13.68]  these days your email address has been
[201:14.96]  bought and sold and traded and posted
[201:16.56]  online
[201:17.12]  it's everywhere so we've stopped being
[201:19.12]  in control
[201:20.24]  of who can get in touch with us which is
[201:21.76]  a problem if someone calls your cell
[201:23.92]  phone
[201:24.32]  and you don't recognize the number you
[201:25.68]  just don't pick it up it's very there's
[201:27.60]  very little effort just to go ah
[201:29.04]  no with email anyone who emails you
[201:31.60]  basically lands in your inbox
[201:33.36]  this is a problem it's a fundamental
[201:35.20]  problem with email today
[201:36.48]  so with hey you get to decide who can
[201:38.88]  email you
[201:39.52]  the first time somebody emails you you
[201:41.12]  give them a thumbs up or a thumbs down
[201:42.72]  and if they're thumbs down you'll never
[201:44.00]  hear from them again
[201:45.28]  so that's one version of privacy which
[201:46.88]  is that you are in control who can get
[201:48.40]  in touch with you you're in control who
[201:49.84]  can communicate with you
[201:51.36]  the other side of course is that we um
[201:53.92]  we don't sell ads so we're not mining
[201:55.44]  your data we're not looking at your data
[201:56.64]  we're not pulling anything out of your
[201:57.92]  data
[201:58.32]  not interesting to us don't want to do
[201:59.84]  that ever and also
[202:01.44]  we um we block trackers so
[202:04.72]  what a lot of people don't know is these
[202:06.96]  days by simply opening an email
[202:08.96]  with no indication this is the case if
[202:10.80]  you just open an email
[202:12.56]  the sender the person who sent it to you
[202:14.48]  can receive all sorts of personal
[202:15.76]  information about you
[202:17.36]  how long you read the email if you
[202:18.72]  opened it how often you opened it what
[202:20.08]  kind of phone you have what brand
[202:21.20]  computer you have what time it was your
[202:23.04]  ip address which they can give you
[202:24.56]  you know basically get you down to some
[202:26.24]  local information that way as well
[202:28.56]  we block all that so if someone tries to
[202:30.96]  include a tracker an email and you're a
[202:32.48]  hey.com customer they will not know
[202:34.80]  anything about you so we're protecting
[202:36.72]  your privacy on that side too so one
[202:38.16]  number one is control
[202:39.28]  number two is on the back end we're
[202:40.48]  making sure that nobody learns anything
[202:41.92]  about you about your behavior no one
[202:43.36]  tracks you
[202:44.00]  simply by opening an email now that's
[202:46.96]  some of the privacy stuff
[202:48.00]  there's a bunch of other things as well
[202:49.20]  but the the bigger thing though to me is
[202:51.28]  is the workflow situation
[202:53.12]  what's amazing to me about email is that
[202:55.04]  email has not evolved
[202:56.80]  for about 16 years 16 years ago gmail
[202:59.92]  came out
[203:00.64]  and it felt different it had new ideas
[203:02.72]  in it
[203:03.68]  the thing is is that we're still stuck
[203:05.52]  doing the same things we've always done
[203:07.84]  and no one's really come up with better
[203:09.20]  workflows for example
[203:10.88]  simple one someone sends you an email
[203:12.96]  and you need to get back to someone
[203:14.84]  later comment this happens
[203:16.72]  all the time it's like yeah i gotta get
[203:17.92]  back to that person later so what do you
[203:19.12]  do
[203:20.00]  you hack you hack it you like mark it on
[203:23.36]  red
[203:23.76]  again maybe you star it or flag it maybe
[203:26.80]  you
[203:27.12]  maybe you make a folder or a label and
[203:28.80]  put some stuff in there maybe you snooze
[203:30.72]  it
[203:31.28]  none of those things have anything to do
[203:34.16]  with
[203:34.72]  the mental understanding that i need to
[203:36.40]  get back to someone later
[203:38.00]  so you're hacking around with
[203:39.92]  workarounds to try to remember that you
[203:41.84]  need to do something later
[203:43.60]  and you're using all these different
[203:44.64]  things that aren't quite right so with
[203:45.92]  hey which of a button on every email
[203:47.84]  that says reply later
[203:49.12]  and when you say reply later it goes
[203:50.72]  into a nice pile along with all the
[203:52.56]  other emails that you said reply later
[203:54.08]  to
[203:54.88]  then you can go into a mode called focus
[203:56.72]  and reply you click that it opens up
[203:59.60]  all those emails it stacks them one on
[204:01.12]  top of the other and lets you simply
[204:02.64]  reply to those one after another
[204:04.40]  without being interrupted or distracted
[204:06.00]  by anything else that's happening
[204:07.92]  and it's an entirely different way
[204:11.12]  to work on email and it saves you it
[204:13.92]  saves me hours a week
[204:15.52]  which is significant um and
[204:18.56]  it saves me a lot of hassle and it
[204:20.40]  allows me to say okay i've got like 30
[204:22.32]  minutes now i'm going to knock out all
[204:23.44]  my emails at the end of the day
[204:24.80]  i know exactly where they are nothing
[204:26.32]  else is going to get my way so
[204:28.24]  we've got a dozen or so of those kinds
[204:30.08]  of workflows built into hay
[204:31.76]  versus workarounds where you're trying
[204:33.36]  to make one thing do something else so
[204:35.68]  we thought about all that stuff and we
[204:36.96]  were so frustrated by the fact that like
[204:38.64]  email just hasn't changed in so long
[204:40.08]  it's time to do something new and that's
[204:41.36]  what hay's all about
[204:42.96]  awesome we have a we have questions
[204:45.28]  pouring in from the listeners as you
[204:46.96]  would expect
[204:47.76]  um i want to jump down to one producer
[204:50.56]  zander from brian
[204:51.68]  yiddo because it ties into something i
[204:53.04]  was going to ask you about anyways jason
[204:54.96]  this question is how is hayes pushback
[204:57.20]  on apple's app store
[204:58.64]  terms of service going and if you
[205:00.96]  wouldn't mind just giving a
[205:02.24]  you know a couple sentences or one
[205:03.84]  minute description of what happened
[205:05.20]  there with apple
[205:06.08]  uh to catch people up and then talk
[205:07.92]  about you know has there been a
[205:08.88]  resolution and what that's been
[205:11.12]  yeah of course um so
[205:14.64]  when we launched hey we put 1.0 version
[205:17.44]  1.0 in the app store apple app store and
[205:19.36]  android store
[205:20.48]  both were approved which was wonderful
[205:22.96]  and then we were
