Title     : Career frameworks, A/B testing, onboarding tips, selling to engineers |  Laura Schaffer (Amplitude)
Video ID  : UMAmj1bciww
[74:45.72]  anything that allows you to put some
[74:47.10]  quick little thing in front of customers
[74:48.84]  get that qualitative feedback we talked
[74:50.46]  about it's a critical critical
[74:52.02]  supplement to quantitative data to
[74:53.88]  understand what's really causing the
[74:55.44]  change or not causing the change okay or
[74:58.02]  c
[74:58.68]  so that's important I will say amplitude
[75:01.98]  is a fantastic tool that I have used and
[75:04.50]  I I would have said that if I weren't
[75:06.54]  hadn't just joined amplitude so
[75:08.82]  um I got to use it I know I got to use
[75:10.80]  it for the first time at uh Rapids use
[75:13.08]  amplitude and it was uh it was awesome
[75:15.66]  so again like asterisk because I'm like
[75:17.58]  working there now but I do actually like
[75:20.04]  it and you know slack there's boring
[75:23.76]  everyone says like but I just have to
[75:25.56]  have to hand it to them it makes life so
[75:28.38]  much easier and just not not their way
[75:30.98]  and then Builder which also put in
[75:34.02]  asterisk on that one but I really want
[75:35.34]  to serve six a lot of people don't know
[75:36.42]  about it and it's really helpful I do
[75:38.22]  advise them so I'm like you know in
[75:40.74]  their corner but this is another one I
[75:42.72]  also say would would be a powerful one I
[75:45.06]  think a lot of teams get stuck they're
[75:46.86]  not able to
[75:48.84]  um they're lying too much of their
[75:49.98]  Engineers to make changes again we talk
[75:51.30]  about rapid experimentation getting
[75:52.68]  these out out and Builder makes it
[75:55.14]  really easy for folks to do that also
[75:57.54]  like a headless you know know CMS you
[75:59.88]  can like drag and drop headless CMS so
[76:02.04]  they do make it easy for non-engineers
[76:03.66]  to make changes so especially if you're
[76:06.12]  trying to figure out how to figure out
[76:07.80]  how to get around that 80 percent
[76:10.26]  foge man that I mentioned
[76:12.30]  um this Builder would be a good way and
[76:14.40]  then yeah if you want one more I'll give
[76:16.56]  you chat GPT which is really boring and
[76:19.26]  you know everyone's saying that but I
[76:21.06]  think I'll just say I don't have any
[76:22.50]  like crazy things to say about accept
[76:23.88]  that I do think we all need to figure
[76:25.44]  out how we pull that in to our sexy
[76:28.20]  people who don't do that are probably
[76:29.94]  gonna lose out you know or or like you
[76:33.30]  know smart AI whatever Bots but that
[76:36.42]  would be it for you Lenny but if you ask
[76:38.52]  me in a few months after I've actually
[76:39.90]  been in amplitude for a bit I'm sure I'd
[76:41.46]  give you a different answer
[76:42.66]  uh that's a good time to plug
[76:43.98]  lennybot.com someone made a and I wrote
[76:46.50]  a newsletter or Dan schipper who created
[76:48.60]  the bot wrote a newsletter post about
[76:50.16]  how you built this thing and so you
[76:51.54]  could go ask me questions using the
[76:53.94]  content of my newsletter as answers and
[76:56.76]  it's very cool lennybot.com or
[76:58.74]  lenny'sbot.com
[77:00.42]  amazing there we go well there you go
[77:03.54]  I've changed my answer
[77:05.04]  yeah yeah that's all you need uh see
[77:07.98]  more questions what is something
[77:09.90]  relatively minor you've changed in your
[77:11.58]  product development process that has had
[77:13.86]  a lot of impact on your team's ability
[77:15.54]  to execute yeah that'd be embarrassing
[77:18.42]  like they mentioned earlier like be
[77:20.10]  embarrassed by the first iteration if
[77:22.02]  you were not embarrassed you've gone too
[77:23.64]  far that really speeds up ships and
[77:27.00]  helps people celebrate the unpolished as
[77:30.66]  opposed to feel embarrassed about it so
[77:33.18]  just embracing that
[77:35.16]  awesome and final question I know you
[77:37.62]  just started amplitude but you have a
[77:39.42]  favorite pro tip for how to use
[77:41.10]  amplitude or maybe hidden feature people
[77:42.96]  may not know but you tell me day two and
[77:45.36]  out but I'll say
[77:46.44]  um one thing that was super cool
[77:47.70]  actually that someone put together on my
[77:49.80]  team at rapid literally or before I left
[77:52.38]  he put together a video of how
[77:54.48]  powerful amplitude could be when Linked
[77:56.58]  UP And integrated with other things like
[77:58.38]  in this case hot jar and segment there
[78:00.84]  was like a amplitude report that that
[78:03.96]  someone had kind of created and there
[78:07.02]  was something that was kind of an
[78:08.88]  anomaly happening there like users were
[78:10.56]  kind of using something in a way we
[78:11.76]  didn't expect and amplitude one of the
[78:14.82]  reports surface it but of course then we
[78:16.32]  want to know like why is that happening
[78:17.76]  and so we could take find out what the
[78:20.28]  event is and then using uh using segment
[78:23.88]  find out what that name was then look at
[78:25.32]  hot jar and actually go in and get
[78:26.88]  screencasts of people doing that exact
[78:29.76]  event and from that we were able to kind
[78:31.74]  of form some really concrete hypotheses
[78:33.68]  about what actually was causing it and
[78:36.42]  so you know obviously you know talking
[78:38.88]  to customers is very powerful but in
[78:40.98]  this case just that simple use of kind
[78:43.38]  of connecting and threading those
[78:44.58]  Technologies together could really get a
[78:46.56]  good picture of that without needing to
[78:49.32]  be engaged customers so kind of the
[78:51.24]  power I'd say of the the tip would be
[78:54.30]  how you can really amplify well you
[78:56.52]  could have amplitude when you use it
[78:57.96]  with
[78:58.92]  amazing Laura we covered a lot of ground
[79:02.16]  career experimentation growth
[79:04.86]  embarrassment psychology thank you so
[79:07.86]  much for being here two final questions
[79:09.36]  where can folks finding online if they
[79:11.40]  want to reach out learn more maybe send
[79:13.02]  you an appreciation or two and two how
[79:16.20]  can listeners be useful to you yeah find
[79:18.30]  me on LinkedIn I don't post a lot again
[79:20.04]  I will blame my three children
[79:21.48]  eventually I I promise that I will but
[79:24.24]  I'm pretty good about responding to
[79:25.74]  messages so um so definitely link link
[79:28.80]  with me there and then yeah what what
[79:31.20]  listeners can do I think uh yeah I mean
[79:34.14]  I'm always happy to hear feedback
[79:35.76]  suggest and all that but I'll just say I
[79:37.20]  also know that it's a little bit crazy
[79:38.46]  out there right now especially folks
[79:39.96]  working in Tech so I'm also cognizant of
[79:42.54]  what I might be able to do to help all
[79:43.62]  of you I I know
[79:45.48]  um there's there's a few places I advise
[79:47.58]  and you know rapid time I know of a few
[79:50.10]  folks that are hiring um growth strong
[79:53.58]  growth people and and product folks so
[79:56.34]  if you um are are interested in learning
[79:59.70]  more about that don't hesitate to hit me
[80:01.14]  up I want to make sure that that uh I
[80:03.54]  help as many people as I can in that
[80:05.10]  respect because it's you know trying
[80:06.66]  times and it's I'm sure you've heard it
[80:09.18]  and read it but if you're laid off this
[80:11.22]  is not about you it's not your fault
[80:12.36]  this is crazy world we're in you things
[80:14.70]  will get better and I would be very feel
[80:16.68]  very lucky if I could help even one
[80:18.72]  person land so feel free to hit me up
[80:20.88]  about that too awesome and maybe if you
[80:23.04]  share some links we could include links
[80:24.54]  to open roles in the show notes yes I
[80:27.54]  know this there's a few that don't have
[80:28.86]  JD's open yet they're that hot off the
[80:31.02]  press but I'm happy to uh yeah service a
[80:34.38]  few things there for sure because I know
[80:35.64]  that makes it easier for people to know
[80:37.02]  awesome
[80:38.58]  we will do our best with the show notes
[80:40.86]  then Laura thank you again for being
[80:43.02]  here yeah thanks so much for having me
[80:45.00]  this was awesome and so much fun bye
[80:47.46]  everyone
[80:49.56]  thank you so much for listening if you
[80:51.42]  found this valuable you can subscribe to
[80:53.04]  the show on Apple podcast Spotify or
[80:55.68]  your favorite podcast app also please
[80:58.14]  consider giving us a rating or leaving a
[81:00.24]  review as that really helps other
[81:01.98]  listeners find the podcast you can find
[81:04.32]  all past episodes or learn more about
[81:06.30]  the show at lennyspodcast.com
[81:09.24]  see you in the next episode
