Title     : How Anthropic, Costco, and Patagonia all build incorruptible companies  | Eric Ries
Video ID  : PoJ1vTdHpks
[65:32.16]  are there. But if you talk to your
[65:33.92]  lawyers, they'll say something
[65:35.20]  like,"Well, you know, you might want to
[65:36.32]  just keep your options open. You don't
[65:38.80]  want to prematurely commit to your
[65:40.24]  purpose." And if I hear that, I'm like,
[65:41.52]  "Really? Keep my options open? That's
[65:43.12]  how you get maximum value. What about
[65:45.12]  the option to convert my customers into
[65:47.20]  soilent green and eat them?
[65:51.36]  Do I have to keep that option open?"
[65:53.68]  Lawyer, you ask your lawyers this
[65:55.12]  question. They will say something like,
[65:56.48]  "You never know what you might need to
[65:59.04]  do." And then we're like, "Why does
[66:01.20]  nobody trust me?" Well, cuz you won't
[66:03.12]  even take that off the table. Come on,
[66:05.04]  man. No. This one has no downside.
[66:06.64]  Absolutely. Absolute no-brainer. This
[66:08.64]  sounds like a a great single takeaway.
[66:11.20]  If there's anything you take away from
[66:12.40]  this conversation, you should do this.
[66:13.92]  The fact that Anthropic did this is such
[66:15.84]  a huge deal because I think a criticism
[66:18.40]  of all of this that people probably hear
[66:20.88]  is this is going to limit our growth.
[66:22.56]  It's going to hurt our potential. You
[66:24.16]  know what I mean? like touchyfey
[66:25.84]  business like we're trying to like
[66:27.44]  capitalism has worked in creating a lot
[66:29.52]  of very successful companies and value
[66:32.40]  and innovation.
[66:34.72]  Capitalism has worked in many ways. Uh
[66:37.52]  why would we need to do this? And
[66:39.20]  anthropic being the fastest growing
[66:41.28]  company of all time just like absurd
[66:43.84]  breaking all records is uh public
[66:46.24]  benefits corporation should make you
[66:48.00]  feel okay about doing this.
[66:49.44]  >> Oh yeah. Enthropic has helped so much
[66:51.52]  because they do many of the things in
[66:52.96]  the book including this uh what they
[66:55.68]  have we can talk about the long-term
[66:57.68]  benefit trust. They have that two-tiered
[67:00.08]  governance structure that we were
[67:01.12]  talking about before. But like it's so
[67:02.96]  funny even now even with Anthropic
[67:05.28]  having such success people still say
[67:06.88]  stuff like this like oh I'm worried that
[67:08.40]  I'm not going to be able to raise money.
[67:09.68]  I'm like anthropic's been able to raise
[67:11.28]  some money. That has not been an
[67:13.52]  obstacle. In fact if you ask people why
[67:16.00]  is Anthropic winning? They will often
[67:19.04]  cite some surface characteristic like
[67:21.20]  Enthropic Frey famously has lower
[67:22.72]  inference costs than their competitors.
[67:25.28]  The you know they have faster product
[67:27.12]  velocity than their competitors. They
[67:29.28]  have um you know what what do I hear?
[67:31.36]  Sometimes they say that they they have
[67:33.28]  more focus better focus than their
[67:34.56]  competitors. Those are the most common
[67:35.44]  ones I hear. And for each of those if
[67:37.12]  you say well why you're like well they
[67:38.56]  have lower infra cost. They have better
[67:39.84]  technical infrastructure. Why? Well
[67:42.00]  because they had some kind of internal
[67:43.04]  breakthrough. Why? If if you keep asking
[67:44.72]  why eventually like well because they
[67:46.00]  have the best talent. Why? Because
[67:48.72]  people want to work there. Why? And you
[67:51.60]  read because people people like very
[67:53.52]  much want to work. They want to work for
[67:54.96]  the good guys. They think this is these
[67:56.80]  people. They have the the mission to
[67:58.32]  save the world. Why do they have that
[68:00.64]  mission? Because that was the ethos. But
[68:02.64]  why have they been able to protect it?
[68:04.88]  Because they paired the ethos with the
[68:06.56]  integrity. This is at the heart of
[68:08.72]  almost every like breakthrough success
[68:10.64]  story you've ever heard. you will find
[68:12.80]  this lurking there as the as the thing
[68:14.72]  that gave them the competitive advantage
[68:16.40]  to drive that differentiation.
[68:18.32]  >> It's funny you say that. So I just had
[68:19.68]  cat the head of product on clock code
[68:21.44]  and I asked her just how are you able to
[68:23.92]  ship so fast? They're shipping a massive
[68:26.56]  product or feature every week
[68:28.00]  essentially. They were going through a
[68:29.12]  period of every day and a big part of
[68:31.44]  her answer was exactly what you're
[68:32.96]  describing which is we are so missional
[68:34.96]  aligned. It is so easy for us to decide
[68:37.36]  this is something we will do or not.
[68:39.44]  >> That is the thing. Remember how we
[68:40.88]  talked about how people say business is
[68:42.16]  hard? Most people have never worked in a
[68:44.72]  mission aligned company. It is the
[68:46.88]  organizational equivalent of being in
[68:48.72]  the flow state as an individual person.
[68:51.04]  It's a great feeling and it it just
[68:54.64]  makes everything easier. Like you don't
[68:56.16]  like you don't have to have meetings
[68:57.04]  about stuff. You don't have mission
[68:58.24]  misalignment. Like in most organizations
[68:59.92]  you have people who I call the
[69:01.20]  torchbearers
[69:02.72]  which are like the rare person in an
[69:04.48]  organization who's simply committed to
[69:05.92]  doing the right thing no matter what.
[69:07.20]  Steve Jobs very famously would host have
[69:08.96]  skip level meetings. He wanted to meet
[69:10.56]  not with his his direct subordinates. He
[69:12.64]  didn't care. He wanted to meet with the
[69:14.08]  torchbears throughout the organization.
[69:15.68]  He those are the people that are going
[69:16.72]  to drive us forward. And and if you're a
[69:18.56]  torchbearer, you're just like think
[69:19.68]  about like the designer who simply won't
[69:22.00]  ship slop no matter what. The engineer
[69:24.64]  who will like not sacrifice quality or
[69:26.56]  performance, right? That they just you
[69:28.00]  meet these people every once in a while,
[69:29.28]  product manager who just they are
[69:31.52]  prioritizing the right things even if
[69:33.44]  people complain. In a traditional
[69:36.00]  company, if you have that job, if people
[69:37.76]  listening, if you've ever had this job,
[69:39.92]  man, life sucks. Every freaking day,
[69:42.64]  someone's in your office with a
[69:43.76]  spreadsheet being like, "But what is the
[69:45.12]  ROI of doing the right thing?" And
[69:46.56]  you're just like, "I don't know. It's
[69:48.16]  just the right thing."
[69:50.40]  In a mission aligned company, this
[69:52.00]  doesn't happen two different way.
[69:53.44]  There's two different like antibodies
[69:54.96]  that protect against this. First of all,
[69:56.96]  since everyone's mission align, no one's
[69:58.48]  bothering to make the spreadsheet.
[69:59.68]  There's no need. The late great Clay
[70:01.52]  Christensen once said that it's easier
[70:02.96]  to do the right thing 100% of the time
[70:04.64]  than 98% of the time. Just like because
[70:07.52]  now you don't have to have a meeting
[70:08.40]  about it. We just you don't have like at
[70:10.64]  an like oh I came up with this crazy
[70:12.48]  unsafe thing that will make us an extra
[70:14.08]  dollar. We don't have to have a meeting
[70:15.36]  about it. I already can tell you we're
[70:16.48]  not going to do it. We already know. So
[70:17.84]  it's just incredibly you know everyone's
[70:20.00]  incredibly aligned. But the second thing
[70:22.08]  that I think is less appreciated is a
[70:25.20]  practice I call the culture bank,
[70:28.08]  which is when you start to see
[70:29.84]  trustworthiness as an asset, you start
[70:32.24]  to realize that certain actions build
[70:34.72]  that asset and others take it away. So,
[70:37.36]  let me teach you a rule I learned from
[70:38.88]  from one of the one of my favorite
[70:40.32]  founders, Todd Park. He created Devoted
[70:42.00]  Health, the health insurance company I
[70:43.20]  was mentioning before. Um, but but he
[70:45.68]  learned it from Howard Schultz, who
[70:46.88]  built Starbucks. Like if you see in
[70:48.08]  strong culture companies you always see
[70:49.68]  this pattern where you've taught people
[70:51.92]  that whenever you do the right thing
[70:53.52]  that is you do something in defense of
[70:55.04]  the company's values that has a
[70:56.56]  sacrifice to it saying the values
[71:00.16]  enchanting them you know making a song
[71:02.16]  out of them that's not it but if you do
[71:05.04]  something you know I tell a story about
[71:06.56]  this grocery store in Texas called HB
[71:09.04]  where there was a the power went out
[71:10.48]  there was an ice storm and the manager
[71:12.00]  let all the customers just take their
[71:13.44]  groceries home no charge because the
[71:15.76]  point of sale system wasn't People say,
[71:17.84]  "Oh, what a what a courageous manager."
[71:19.68]  No, that's what they train people in at
[71:22.72]  HB that you're making a deposit in the
[71:25.20]  culture bank when you do the right
[71:26.48]  thing. So deposits, you make a
[71:28.48]  sacrifice. A withdrawal is the opposite.
[71:30.40]  You do something greedy, self-interested
[71:31.84]  for the organization. The Todd Park
[71:34.08]  rule, as I call it, everyone who hears
[71:36.24]  this rule, the first time they hear it
[71:37.44]  tells me it's impossible and you can't
[71:38.64]  do it. It doesn't make sense. But this
[71:40.80]  is the rule is really simple.
[71:45.12]  only make deposits.
[71:47.28]  Never make withdrawals.
[71:49.60]  That's it. Because you're going to make
[71:51.28]  withdrawals by accident sometimes
[71:52.56]  because you're gonna make mistakes, but
[71:54.08]  you never intentionally make a
[71:55.68]  withdrawal. And that I think is the true
[71:57.84]  power. Like when you hear someone who's
[71:59.52]  living that flow like cat you were
[72:01.28]  talking about anthropic that has been
[72:03.60]  internalized in the organization. Uh
[72:06.24]  it's what what the pioneering management
[72:08.40]  theorist Mary Parker followed the
[72:09.92]  invisible leader. the person, the thing
[72:12.64]  that people follow. Even when no manager
[72:14.96]  is present, so no one has to be in the
[72:16.56]  room to remind you to do it, you just do
[72:19.44]  it because you've internalized that this
[72:21.04]  is what we're all about. And when
[72:22.16]  everyone around you is doing that same
[72:23.92]  thing, the whole velocity of the whole
[72:26.80]  organization increases exponentially. I
[72:29.28]  want to hear the uh kind of the OpenAI
[72:30.88]  versus anthropic story because uh you've
[72:33.76]  mentioned a part of the structural
[72:34.96]  pieces this nonprofit. So talk about
[72:37.36]  just like what happened there and how
[72:39.28]  that relates to what you talk about
[72:40.48]  versus anthropic and then I actually
[72:42.40]  want to hear a little bit about just
[72:43.60]  actual structure like what is this
[72:44.64]  two-tier thing? What's the nonprofit
[72:46.08]  piece? OpenAI is a really hard case
[72:48.08]  study to learn from because it's such a
[72:49.36]  bizarre story and has involves like mega
[72:51.60]  personalities like Elon and Sam like
[72:53.44]  dueling to the death. So it's
[72:54.88]  complicated. Um but we can get into it
[72:56.72]  if you want. But I entered the story.
[72:58.40]  The funny part is like I have this very
[73:00.00]  I played a very big role in all this.
[73:01.60]  Okay? So I'm not an important actor in
[73:03.52]  this story at all. I take no credit for
[73:05.12]  anthropic success. All the credit to
[73:06.64]  Daario and Daniellea and the whole team.
[73:08.56]  Uh but when they left OpenAI, this is
[73:10.88]  two or three OpenAI crises ago,
[73:12.80]  depending on how you count. They left
[73:14.40]  and they wanted to start Anthropic. Now
[73:15.92]  today, people are like, "Oh, sure it
[73:17.68]  works for Anthropic. They're a
[73:18.96]  worldbeating company." But like Dario
[73:20.56]  was a first-time founder. I was there,
[73:22.88]  okay? He was impressive, but like in the
[73:24.64]  way that a technical founder for the
[73:26.40]  first time is impressive, you know? And
[73:27.84]  he had investors who were excited to
[73:29.28]  back him, but they were like effective
[73:31.44]  altruism like true believers. wasn't the
[73:34.32]  top venture fund. None of the top
[73:35.68]  venture funds wanted to participate in
[73:37.12]  this round. It wasn't a hot company at
[73:39.44]  all by modern standards. And Generative
[73:42.00]  AI, the boom, hadn't happened yet. Chad
[73:43.60]  GPT hadn't been invented yet. So the
[73:45.68]  mass psycho this mass psychosis we're
[73:47.92]  all living through had not occurred yet.
[73:50.48]  Nonetheless, they were true believers in
[73:52.40]  this safety mission. And so one of their
[73:53.76]  investors suggested they come talk to
[73:55.20]  me.
[73:56.56]  I was like um everyone knew I was like
[73:59.44]  an eccentric collector of weird ideas,
[74:02.40]  you know, like some people collect
[74:03.44]  butterfly wings or whatever. I collected
[74:05.04]  alternative governance ideas. So when
[74:07.04]  they came to me, I I was walking them
[74:08.40]  through the same horror story I'm
[74:09.92]  telling you today. I told them, look, if
[74:11.84]  you don't get this right, here's what's
[74:13.04]  going to happen. And they were very
[74:14.08]  determined to do something about it. And
[74:16.24]  so we talked about what we should do.
[74:17.52]  And I and I advise a again a very little
[74:19.36]  bit. I don't I don't take the credit for
[74:20.96]  what happened next, but they wrote into
[74:23.44]  their charter that they were going to do
[74:25.04]  this. They were a PPC from the very
[74:26.56]  beginning and they wrote into their
[74:27.76]  charter that they had the right to enact
[74:29.36]  these additional reforms which they had
[74:31.68]  to defend all credit to them for taking
[74:33.60]  it seriously for convincing their
[74:35.60]  investors and they had to defend it for
[74:37.04]  like two years because they didn't
[74:38.88]  actually implement what's called now the
[74:40.72]  long-term benefit trust until their
[74:42.56]  series C. But they had the right and the
[74:45.52]  intention to do it in all their legal
[74:47.28]  documents from inception. That was a
[74:49.04]  really important uh important choice.
[74:50.88]  And so even today, Anthropic has
[74:52.96]  directors on its for-profit board who
[74:55.44]  are appointed by and are accountable to
[74:57.68]  an outside group of trustees who are AI
[74:59.76]  safety experts who do not have equity in
[75:01.76]  Anthropic. So they do not have a
[75:03.92]  financial incentive in its growth, they
[75:06.00]  have an incentive to see it done
[75:07.36]  properly. So whenever you see Anthropic
[75:09.36]  do the right thing, like when they
[75:10.40]  refuse to release a model because they
[75:11.92]  think it's too dangerous, think about
[75:14.00]  how much that's costing them. People
[75:16.16]  say, "Well, they do it for the
[75:17.12]  publicity." But like publicity is nice,
[75:19.28]  but you know what would be really nice
[75:20.32]  is having the number one top model that
[75:22.08]  everyone has to pay you to use. Okay,
[75:23.92]  that's really nice. They people say that
[75:26.00]  like they got into this fight with the
[75:27.28]  Pentagon. And to be clear, I don't think
[75:29.68]  that they're even the primary actor in
[75:31.28]  that story. Okay, this is a story of
[75:32.80]  government overreach. They were an
[75:34.16]  impossible situation. Even people who
[75:36.16]  say they did the wrong thing, when
[75:37.28]  you're in an impossible situation, what
[75:38.40]  are you going to do? It's the Kobashi
[75:39.52]  Maru. Like, what are you going to do?
[75:41.36]  You're in an impossible situation.
[75:42.64]  There's no right answer. But like even
[75:44.08]  people who think they did the wrong
[75:45.36]  thing, like tactically speaking, admire
[75:47.68]  them because we live in a time when it's
[75:50.40]  so rare for companies to turn down money
[75:52.56]  ever. And here they turned down, say
[75:54.80]  what you want about them, but they
[75:55.84]  turned down a $200 million contract and
[75:57.76]  bore the wrath of the world's largest
[76:00.24]  army and government. Okay, that took a
[76:03.04]  lot of courage. Part of that courage is
[76:05.68]  enabled by the fact that they have this
[76:07.36]  structure and investors can't just oust
[76:09.12]  Daario on a moment's notice. I think the
[76:11.44]  structure frankly is better than founder
[76:13.20]  control. Daio does not have dual class
[76:15.20]  shares the way that Mark Zuckerberg or
[76:16.80]  or Larry and Sergey had. Um it's more
[76:19.36]  institutional in its nature. But to kind
[76:21.76]  of answer your question, the critical
[76:23.12]  thing we need if we're going to really
[76:26.00]  resist outside pressure, we need what I
[76:27.68]  call a mission guardian. It has to be
[76:30.40]  somebody or some entity's job to make
[76:33.36]  sure that the thing remains mission
[76:35.12]  locked or mission aligned. That does not
[76:37.28]  happen by accident because gravity is
[76:38.96]  such a powerful force. So Anthropic's
[76:41.68]  solution to that is to have a mission
[76:43.20]  guardian in the form of the long-term
[76:44.24]  benefit trust. Um OpenAI very famously
[76:47.12]  had the nonprofit foundation although
[76:48.40]  now they've converted to a public
[76:49.68]  benefit corp structure. Obviously Google
[76:51.68]  and and Facebook are protected by
[76:53.20]  founder control. The founder is the
[76:54.56]  mission guardian. Those are the
[76:56.32]  structures and I I tell the story in the
[76:57.76]  book a very weird experience I had. I
[77:00.56]  was literally at the Vatican of all
[77:02.24]  places. I mean look at me. What am I
[77:03.76]  doing at the Vatican? No. But it was
[77:05.76]  cool. Vag had convened a conference on
[77:08.00]  AI governance
[77:09.92]  and they invited me to speak. So I was
[77:11.52]  on this panel at the Vatican with every
[77:14.48]  other AI company and me. It was weird.
[77:16.88]  It was actually strange. It was like me
[77:18.16]  literally me. I go down. I was looking
[77:19.36]  down the row. Me, Anthropic, OpenAI,
[77:21.44]  Google, Coher, uh, Palanteer, everyone
[77:23.76]  on this found this panel together. And I
[77:25.20]  looked down the panel and I realized not
[77:28.56]  a single one of these companies has
[77:30.24]  standard governance. That's how bad it
[77:31.92]  is. Nobody making this technology would
[77:33.92]  say, "Oh, yeah, standard governance.
[77:35.36]  That's fine. I'm sure that it's just too
[77:37.36]  dangerous.
[77:39.20]  But they of course take different
[77:40.72]  approaches to mission guardianship. Some
[77:42.32]  of which are better, some of worse. Like
[77:43.52]  founder control, I think actually has a
[77:44.64]  lot of downsides to it. So, and when you
[77:46.32]  say standard govern, like every one of
[77:47.76]  these AI companies is not doing it the
[77:49.92]  way every other startup is doing. They
[77:51.36]  understood they needed to do something
[77:52.72]  different to protect
[77:54.16]  >> humanity essentially from AI. Okay.
[77:56.00]  >> Yeah. Yeah. Exactly. Because otherwise,
[77:57.68]  it's just this technology is so
[78:00.08]  valuable. If you say that shareholders
[78:01.92]  should run it, then you're saying
[78:03.52]  literally whoever can borrow the most
[78:06.00]  money should be able to control this
[78:07.84]  technology, it's just that's nuts. That
[78:11.36]  can't be how that can't be how it works.
[78:13.04]  No way. I don't think any company should
[78:14.56]  be governed that way, but certainly not
[78:16.08]  AI companies. Certainly not. Okay. So,
[78:18.32]  just just to kind of plant these things
[78:19.76]  in people's heads as they Okay, we need
[78:21.60]  to really think about this stuff.
[78:23.12]  There's like this uh there's a nonprofit
[78:25.84]  approach to this. There's what are the
[78:27.52]  kind of the terms that people should
[78:28.64]  just think about? So, so we talked about
[78:30.40]  we need a mission guardian. So, first
[78:32.56]  question is the mission guardian a
[78:33.92]  person or a thing. That's our kind of
[78:35.84]  first decision point. So, yeah, some I I
[78:37.76]  think for for early stage companies,
[78:39.12]  founder control is fine as like a good
[78:41.36]  bridge, a temporary bridge to a more
[78:43.36]  permanent structure. And some companies
[78:45.36]  get really far with founder control.
[78:46.64]  That's okay. But a lot of founders who
[78:49.28]  have founder control wind up really
[78:50.40]  miserable as you can see by the fact
[78:51.60]  they're having a mental health breakdown
[78:52.96]  right in front of us, all of us on on
[78:54.64]  social media basically every day because
[78:56.16]  like you become like Atlas. You can't
[78:57.76]  even shrug.
[78:59.52]  It's you holding back the abyss. It's a
[79:01.60]  lot. So I think a better, more permanent
[79:05.44]  solution is to encode the protection
[79:07.52]  into the structure. Now that can be done
[79:08.96]  with a single entity like Costco. Costco
[79:11.04]  just has the rules written right into
[79:12.48]  the structure itself. But that means
[79:14.64]  that um every time they lose one of the
[79:16.64]  structures, every once in a while want
[79:17.92]  an attack chips off a little bit of it.
[79:19.52]  They don't have any way to grow them
[79:20.72]  back. So it's like you've built this
[79:22.80]  fortress but you don't have a way to
[79:24.48]  renew it. The better way I think
[79:27.12]  according to the evidence is to have
[79:29.04]  some stakeholder somebody be the steward
[79:32.80]  of the mission and have a way to renew
[79:35.20]  that person that that set of people. So
[79:37.28]  some people accomplish that by what's
[79:38.96]  called an employee ownership trust. So
[79:40.96]  the employees of the mission guardians
[79:42.96]  um like the John Lewis partnership in
[79:44.32]  the UK is a famous example. Obviously
[79:46.40]  cooperatives have this um like this can
[79:49.20]  work in a cooperative at scale. Mandreon
[79:51.52]  for example in Spain has like 80,000
[79:53.60]  employees. It's a huge company, but
[79:55.04]  they're all employee cooperatives. You
[79:57.12]  can do it through an employee voting
[79:58.40]  trust. That's how Alibaba is protected
[80:00.40]  where the employees vote for the board
[80:02.24]  members rather than the reverse. But
[80:04.40]  those are complicated
[80:06.40]  compared to to me the two simplest
[80:08.08]  solutions are either a nonprofit
[80:10.16]  foundation as in the Nova Nordisk
[80:11.76]  example or in the case of what's called
[80:13.84]  the perpetual purpose trust or PPT. And
[80:16.72]  perpetual purpose trust is a
[80:18.40]  non-economic entity. So whereas like the
[80:20.40]  Nova Nordisk Foundation is the largest
[80:22.24]  charitable foundation in the world
[80:23.84]  because it owns it owns a big chunk of
[80:25.52]  Nova Nordisk and that's worked out
[80:26.80]  pretty well. Um the anthropic long-term
[80:29.28]  benefit trust is has no economic
[80:31.12]  dimension to it at all. It only has the
[80:33.36]  mission oversight responsibility. And
[80:35.84]  what's nice about a perpetual purpose
[80:37.76]  trust um as in the case of Patagonia is
[80:40.32]  governed with a a purpose trust also is
[80:42.64]  you you have the trustees but then you
[80:44.64]  also have someone whose job is is
[80:45.92]  actually to sue the trustees if they
[80:47.36]  ever deviate from the mission. So you
[80:48.80]  actually what's called the purpose
[80:50.00]  protector is like an extra person who
[80:52.24]  can get in there and say like if things
[80:53.52]  go wrong. So you have kind of to me it's
[80:54.80]  like you have checks and balances like
[80:56.00]  in a government. Um it's more stable uh
[80:58.80]  it's a more stable structure. To me
[81:00.96]  though I use the omnibus term spiritual
[81:03.36]  holding company to describe this
[81:05.92]  category of things because I said before
[81:07.44]  we have a lot of infighting. The people
[81:09.12]  who advocate for each of these things
[81:11.12]  thinks their version is the best. And I
[81:13.44]  didn't even mention the evergreen the
[81:14.80]  tugboat foundation. They don't believe
[81:16.40]  in having investors at all.
[81:18.32]  So there's people who think the solution
[81:19.76]  to this is no investors involved. That
[81:21.36]  makes the problem a lot easier. So
[81:22.48]  anyway, there's a lot of different ways
[81:23.76]  this can be done. I don't think I even
[81:24.88]  mentioned ESOPS. There just so many. So
[81:26.96]  we need to have an omnibus term. I call
[81:28.32]  it the spiritual holding company. The
[81:29.76]  holding company like the Bergkshire
[81:30.96]  Hathaway, but rather than having
[81:32.96]  everything be wholly owned. It's the
[81:35.44]  holding company for the spirit, the
[81:37.04]  animating essence of the whole. And I
[81:40.64]  has a lot of evidence in the book, a lot
[81:42.88]  that this structure is more stable, more
[81:45.36]  durable, more likely to invest in
[81:46.96]  quality in R&D and the things we really
[81:48.80]  care about and better for shareholders
[81:51.84]  than the conventional structure.
[81:53.52]  >> If this all sounds like a huge drag and
[81:55.28]  a lot of work and really annoying, I'd
[81:56.88]  say go back an hour when we talked a lot
[81:59.60]  about just what is it you were trying to
[82:01.12]  avoid and the pain.
[82:02.08]  >> Yes, that's the thing. It's like, well,
[82:03.36]  you know what's really a drag? I'll tell
[82:04.96]  you a story. The a friend of mine got
[82:07.92]  ousted by his investors. Okay. And I was
[82:10.24]  going to this party to celebrate him.
[82:12.72]  And it was like people had flown in from
[82:14.80]  all over the country to celebrities he
[82:18.40]  laid off came to this party. It must
[82:20.64]  have been a thousand people there. It
[82:21.76]  was amazing. And I was describing to a
[82:24.32]  new founder like I'm sorry I can't help
[82:26.08]  you with your company right now. I got
[82:27.76]  to go to this party. And he was like
[82:30.88]  okay. I'm describing to him and he was
[82:32.56]  just like wow what respect that founder
[82:34.96]  sounds. That's just the kind of company
[82:36.64]  I want to create. I'm like, "Dude, you
[82:39.12]  have not been listening to anything I'm
[82:40.80]  saying. He doesn't work there anymore.
[82:44.32]  He's like Saul Price. This is not a
[82:46.24]  party. This is awake." He was like,
[82:48.56]  "What? Did he die?" "No, man. He didn't
[82:51.12]  die. Did the company go bankrupt?" "No,
[82:52.96]  the company's fine." That's not the
[82:55.28]  problem. The new And he was like, "Do
[82:56.80]  you is the new CEO an or
[82:58.40]  something?" I was like, "No, I like the
[82:59.28]  new CEO. He's a friend of mine also.
[83:01.12]  Perfectly fine. The problem is" He's
[83:03.36]  like, "What's the problem? The problem
[83:05.28]  is if a company can be decapitated at
[83:08.08]  any time, you can no longer trust it.
[83:11.52]  All the promises that this company had
[83:13.28]  made over its 15year life, nobody
[83:15.12]  believes them anymore. The new CEO is
[83:17.92]  like going around making new promises,
[83:19.44]  but we're like, an activist investor
[83:22.16]  owning.5% of the company can oust you at
[83:24.48]  any time. Why should I believe anything
[83:26.48]  you say? And then we're like, why is
[83:28.32]  trust collapsing in our institutions
[83:30.00]  across the board? We are teaching a
[83:32.40]  leadership philosophy that is antirust,
[83:35.20]  antirustworthy.
[83:37.12]  So yeah, if it sounds like if it sounds
[83:39.44]  like this sounds like a bummer to have
[83:40.64]  to worry about this stuff, you know
[83:41.52]  what's really a bummer? Come to that
[83:42.80]  party with me. That sucks.
[83:46.16]  And that's a founder who made literally
[83:48.96]  billions of dollars for his investors,
[83:51.60]  but it wasn't enough. It's never enough.
[83:54.32]  and hearing hearing these from you is so
[83:56.56]  is important and powerful because you
[83:59.12]  you see so many founders like I don't
[84:01.04]  there's few people in the world that see
[84:02.40]  the number of founders meet with the
[84:03.68]  number of founders work with as many
[84:04.96]  startups as you and like this is not an
[84:07.20]  easy place you're in trying to convince
[84:09.04]  people to do these very annoying things
[84:11.36]  >> it's very annoying I know I do agree
[84:13.52]  >> and so it just says a lot that you're
[84:14.96]  putting yourself out there this much for
[84:16.64]  you guys pay attention this is even
[84:19.04]  though it feels weird now the ideas this
[84:21.20]  should not this should be
[84:22.64]  >> our grandkids will think this is the was
[84:24.16]  the most obvious thing they've ever
[84:25.28]  heard about. So yeah, you can you can
[84:26.64]  get you can get ahead of it now. You
[84:28.24]  know, people when I first started
[84:29.68]  talking about lean startup, people
[84:30.72]  thought it was so weird.
[84:32.40]  >> As weird as you think this is, people
[84:34.00]  thought lean startup was a lot weirder.
[84:35.60]  So like I've been through this before.
[84:38.00]  And
[84:39.52]  when I when I write, I don't write very
[84:41.68]  many books, okay? I'm not like an
[84:42.80]  influencer. I don't I don't tweet every
[84:44.56]  30 minutes. Like I'm not that kind of
[84:46.24]  person. It takes me years to put these
[84:47.68]  things together. And I only do it when I
[84:51.20]  have figured something out that like I
[84:53.12]  have personally lived myself and found
[84:55.04]  useful in my own work and I've helped
[84:57.12]  lots of other people do it. So it takes
[84:59.28]  me a long time because I it takes a lot
[85:00.96]  of experimentation, a lot of testing.
[85:02.88]  Like this is the work of hundreds and
[85:04.96]  hundreds of companies who have who I
[85:06.64]  have worked had a chance to work with
[85:07.84]  and seen what works and what doesn't
[85:09.76]  work. So the pain that I'm describing to
[85:11.60]  you is like this is not some
[85:13.20]  hypothetical thing. I'm not I'm not
[85:14.72]  trying to trick you into something. I
[85:16.08]  have nothing to sell you. This is just
[85:18.72]  what the data shows can prevent this
[85:21.28]  like epidemic of value destruction that
[85:23.84]  we're seeing all over our economy.
[85:25.28]  >> So maybe it's just a final uh tactic say
[85:28.08]  an early stage founder is listening to
[85:29.44]  this and like oh I got to really do
[85:31.28]  some here. What are say three things
[85:32.72]  they should do in the next week or two?
[85:34.72]  >> Okay, here just let's just let's just do
[85:36.56]  the really easiest things. First of all,
[85:38.88]  if you haven't raised money yet or
[85:41.68]  you've only done raised money on safes,
[85:43.68]  okay? You can do absolutely whatever you
[85:46.48]  want. So, do not waste this moment.
[85:48.88]  Everyone's in such a rush to get big,
[85:50.56]  such a rush for the next thing, but you
[85:52.08]  have a precious, precious moment here.
[85:53.60]  The founders who have already raised
[85:54.64]  their series A or they're in preip like
[85:56.80]  the founders that you envy, they're
[85:58.16]  ahead of you. It's more of a pain for
[85:59.92]  them. They got to go get investors on
[86:01.52]  board. They got to go, they they need to
[86:03.12]  do it. Okay, I told you the next best
[86:04.96]  time to plant a tree is today. Okay, so
[86:06.16]  they still have to do it, but you have
[86:07.36]  an incredible privilege.
[86:09.60]  Just please, please, please do because
[86:11.12]  here are the basic things I think are
[86:12.64]  really easy to do that are super low
[86:14.24]  cost. Um, be a public benefit corp. Do
[86:16.80]  the file, but that's so easy. And write
[86:19.28]  a mission there that is something you
[86:20.56]  really will feel good about. And the way
[86:21.92]  the test for if you wrote the right
[86:23.44]  thing is try to brainstorm with your
[86:25.12]  co-founder, not for like you don't need
[86:26.40]  to spend like 10 weeks on this, like
[86:27.92]  spend an hour and just adversarial
[86:30.56]  prompting. Okay? Can you think of any
[86:33.20]  way you could make money while violating
[86:35.84]  this statement? And if you can, would
[86:38.80]  you be happy or sad in that scenario? If
[86:41.68]  you'd be sad, write it. Write it into
[86:43.92]  the thing. Don't let your don't ever be
[86:45.20]  a situation where you're rich and
[86:46.32]  miserable. Write it down. Okay, easy.
[86:48.32]  Second thing that's super easy. We
[86:49.68]  didn't get a chance to talk about I call
[86:50.88]  it the director's oath. This came up
[86:53.20]  obviously because there's this big fight
[86:54.48]  going on between uh Anthropic and Figma
[86:57.28]  and and a reporter just just got
[86:59.20]  reported um you know reported on the
[87:00.80]  idea because it was like what what are
[87:02.64]  our responsibilities in these weird
[87:04.08]  situations? It's actually really tricky.
[87:06.32]  Every company's calling me being like is
[87:08.00]  it are you saying I can't have an AI
[87:09.52]  person on my board because having an AI
[87:12.40]  person on my board seems really
[87:13.36]  dangerous. But I was like you know
[87:14.64]  what's really dangerous? Not having an
[87:16.24]  AI person on your board. So yeah like
[87:18.08]  everyone's kind of stuck. What do we do?
[87:19.44]  It's impossible situation. We need to
